compound_id	external_id	source	url	name
DrugBank_DB01731	DB01731	DrugBank	https://go.drugbank.com/drugs/DB01731	(s)-wiskostatin
DrugBank_DB08094	DB08094	DrugBank	https://go.drugbank.com/drugs/DB08094	Ro-4584820
DrugBank_DB00511	DB00511	DrugBank	https://go.drugbank.com/drugs/DB00511	Acetyldigitoxin
DrugBank_DB12231	DB12231	DrugBank	https://go.drugbank.com/drugs/DB12231	Temefos
DrugBank_DB07761	DB07761	DrugBank	https://go.drugbank.com/drugs/DB07761	(2r)-1-[4-({6-[(2,6-difluorophenyl)amino]-4-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol
DrugBank_DB05351	DB05351	DrugBank	https://go.drugbank.com/drugs/DB05351	Dexlansoprazole
DrugBank_DB05457	DB05457	DrugBank	https://go.drugbank.com/drugs/DB05457	Osi-7904l
DrugBank_DB01549	DB01549	DrugBank	https://go.drugbank.com/drugs/DB01549	Rolicyclidine
DrugBank_DB09552	DB09552	DrugBank	https://go.drugbank.com/drugs/DB09552	Thonzonium
DrugBank_DB01786	DB01786	DrugBank	https://go.drugbank.com/drugs/DB01786	D-alanine
DrugBank_DB09240	DB09240	DrugBank	https://go.drugbank.com/drugs/DB09240	Niludipine
DrugBank_DB08350	DB08350	DrugBank	https://go.drugbank.com/drugs/DB08350	5-[3-(2-methoxyphenyl)-1h-pyrrolo[2,3-b]pyridin-5-yl]-n,n-dimethylpyridine-3-carboxamide
DrugBank_DB09099	DB09099	DrugBank	https://go.drugbank.com/drugs/DB09099	Somatostatin
DrugBank_DB07787	DB07787	DrugBank	https://go.drugbank.com/drugs/DB07787	5-fluoro-1-[4-(4-phenyl-3,6-dihydropyridin-1(2h)-yl)butyl]quinazoline-2,4(1h,3h)-dione
DrugBank_DB07624	DB07624	DrugBank	https://go.drugbank.com/drugs/DB07624	1-{[(3r)-3-methyl-4-({4-[(1s)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]phenyl}sulfonyl)piperazin-1-yl]methyl}cyclopropanecarboxamide
DrugBank_DB06410	DB06410	DrugBank	https://go.drugbank.com/drugs/DB06410	Doxercalciferol
DrugBank_DB03251	DB03251	DrugBank	https://go.drugbank.com/drugs/DB03251	Rwj-51084
DrugBank_DB14069	DB14069	DrugBank	https://go.drugbank.com/drugs/DB14069	Ont-093
DrugBank_DB06684	DB06684	DrugBank	https://go.drugbank.com/drugs/DB06684	Vilazodone
DrugBank_DB05786	DB05786	DrugBank	https://go.drugbank.com/drugs/DB05786	Irofulven
DrugBank_DB14792	DB14792	DrugBank	https://go.drugbank.com/drugs/DB14792	Azd-5991
DrugBank_DB08242	DB08242	DrugBank	https://go.drugbank.com/drugs/DB08242	N,4-dimethyl-3-[(1-phenyl-1h-pyrazolo[3,4-d]pyrimidin-4-yl)amino]benzamide
DrugBank_DB15101	DB15101	DrugBank	https://go.drugbank.com/drugs/DB15101	Tigatuzumab
DrugBank_DB03109	DB03109	DrugBank	https://go.drugbank.com/drugs/DB03109	2-acetylamino-2-deoxy-b-d-allopyranose
DrugBank_DB08018	DB08018	DrugBank	https://go.drugbank.com/drugs/DB08018	N-{(3s,4s)-4-[(6-amino-4-methylpyridin-2-yl)methyl]pyrrolidin-3-yl}-n'-(4-chlorobenzyl)ethane-1,2-diamine
DrugBank_DB00488	DB00488	DrugBank	https://go.drugbank.com/drugs/DB00488	Altretamine
DrugBank_DB15624	DB15624	DrugBank	https://go.drugbank.com/drugs/DB15624	Halicin
DrugBank_DB05879	DB05879	DrugBank	https://go.drugbank.com/drugs/DB05879	Ame-527
DrugBank_DB04451	DB04451	DrugBank	https://go.drugbank.com/drugs/DB04451	4-methylpiperazin-1-yl Carbonyl Group
DrugBank_DB08687	DB08687	DrugBank	https://go.drugbank.com/drugs/DB08687	Fg-2216
DrugBank_DB07208	DB07208	DrugBank	https://go.drugbank.com/drugs/DB07208	(8e,10s,12z)-10-hydroxy-6-oxooctadeca-8,12-dienoic Acid
DrugBank_DB11646	DB11646	DrugBank	https://go.drugbank.com/drugs/DB11646	Conatumumab
DrugBank_DB03710	DB03710	DrugBank	https://go.drugbank.com/drugs/DB03710	[(1s)-4-(1-aminobutylideneamino)-1-carboxybutyl]azanium
DrugBank_DB00602	DB00602	DrugBank	https://go.drugbank.com/drugs/DB00602	Ivermectin
DrugBank_DB02698	DB02698	DrugBank	https://go.drugbank.com/drugs/DB02698	N-(m-trifluoromethylphenyl) Phenoxazine-4,6-dicarboxylic Acid
DrugBank_DB01130	DB01130	DrugBank	https://go.drugbank.com/drugs/DB01130	Prednicarbate
DrugBank_DB04404	DB04404	DrugBank	https://go.drugbank.com/drugs/DB04404	Allosamizoline
DrugBank_DB04194	DB04194	DrugBank	https://go.drugbank.com/drugs/DB04194	Triacetylchitotriose
DrugBank_DB01893	DB01893	DrugBank	https://go.drugbank.com/drugs/DB01893	N6-benzyl Adenosine-5'-diphosphate
DrugBank_DB09297	DB09297	DrugBank	https://go.drugbank.com/drugs/DB09297	Paritaprevir
DrugBank_DB02165	DB02165	DrugBank	https://go.drugbank.com/drugs/DB02165	Zinc Trihydroxide
DrugBank_DB01177	DB01177	DrugBank	https://go.drugbank.com/drugs/DB01177	Idarubicin
DrugBank_DB03044	DB03044	DrugBank	https://go.drugbank.com/drugs/DB03044	Doramapimod
DrugBank_DB01444	DB01444	DrugBank	https://go.drugbank.com/drugs/DB01444	Dimethylthiambutene
DrugBank_DB11963	DB11963	DrugBank	https://go.drugbank.com/drugs/DB11963	Dacomitinib
DrugBank_DB04657	DB04657	DrugBank	https://go.drugbank.com/drugs/DB04657	Carboxin
DrugBank_DB06693	DB06693	DrugBank	https://go.drugbank.com/drugs/DB06693	Mevastatin
DrugBank_DB02636	DB02636	DrugBank	https://go.drugbank.com/drugs/DB02636	9-hydroxy-8-methoxy-6-nitro-phenanthrol[3,4-d][1,3]dioxole-5-carboxylic Acid
DrugBank_DB07201	DB07201	DrugBank	https://go.drugbank.com/drugs/DB07201	(2s)-3-[(9h-fluoren-9-ylideneamino)oxy]-2-methylpropanoic Acid
DrugBank_DB11772	DB11772	DrugBank	https://go.drugbank.com/drugs/DB11772	Pilaralisib
DrugBank_DB07158	DB07158	DrugBank	https://go.drugbank.com/drugs/DB07158	5-ethyl-3-methyl-1,5-dihydro-4h-pyrazolo[4,3-c]quinolin-4-one
DrugBank_DB04972	DB04972	DrugBank	https://go.drugbank.com/drugs/DB04972	Canfosfamide
DrugBank_DB12534	DB12534	DrugBank	https://go.drugbank.com/drugs/DB12534	Mavrilimumab
DrugBank_DB04720	DB04720	DrugBank	https://go.drugbank.com/drugs/DB04720	S-methyl-4,5,6,7-tetrabromo-benzimidazole
DrugBank_DB03821	DB03821	DrugBank	https://go.drugbank.com/drugs/DB03821	2-amino-3-hydroxy-3-phosphonooxy-propionic Acid
DrugBank_DB00518	DB00518	DrugBank	https://go.drugbank.com/drugs/DB00518	Albendazole
DrugBank_DB03354	DB03354	DrugBank	https://go.drugbank.com/drugs/DB03354	2-(beta-d-glucopyranosyl)-5-methyl-1,3,4-oxadiazole
DrugBank_DB11901	DB11901	DrugBank	https://go.drugbank.com/drugs/DB11901	Apalutamide
DrugBank_DB13584	DB13584	DrugBank	https://go.drugbank.com/drugs/DB13584	Gallamine
DrugBank_DB14523	DB14523	DrugBank	https://go.drugbank.com/drugs/DB14523	Phosphate Ion
DrugBank_DB13983	DB13983	DrugBank	https://go.drugbank.com/drugs/DB13983	5,7,2′-trihydroxy-6,8-dimethoxyflavone
DrugBank_DB11554	DB11554	DrugBank	https://go.drugbank.com/drugs/DB11554	Tylvalosin
DrugBank_DB13602	DB13602	DrugBank	https://go.drugbank.com/drugs/DB13602	Promegestone
DrugBank_DB08259	DB08259	DrugBank	https://go.drugbank.com/drugs/DB08259	7-{[(cyclohexylamino)carbonyl]amino}heptanoic Acid
DrugBank_DB00368	DB00368	DrugBank	https://go.drugbank.com/drugs/DB00368	Norepinephrine
DrugBank_DB00328	DB00328	DrugBank	https://go.drugbank.com/drugs/DB00328	Indomethacin
DrugBank_DB14544	DB14544	DrugBank	https://go.drugbank.com/drugs/DB14544	Hydrocortisone Valerate
DrugBank_DB09107	DB09107	DrugBank	https://go.drugbank.com/drugs/DB09107	Methoxy Polyethylene Glycol-epoetin Beta
DrugBank_DB14098	DB14098	DrugBank	https://go.drugbank.com/drugs/DB14098	Cobalamin
DrugBank_DB03389	DB03389	DrugBank	https://go.drugbank.com/drugs/DB03389	Alpha-d-xylopyranose
DrugBank_DB05053	DB05053	DrugBank	https://go.drugbank.com/drugs/DB05053	Mb-07803
DrugBank_DB04751	DB04751	DrugBank	https://go.drugbank.com/drugs/DB04751	Purvalanol A
DrugBank_DB11915	DB11915	DrugBank	https://go.drugbank.com/drugs/DB11915	Valbenazine
DrugBank_DB01064	DB01064	DrugBank	https://go.drugbank.com/drugs/DB01064	Isoprenaline
DrugBank_DB05969	DB05969	DrugBank	https://go.drugbank.com/drugs/DB05969	Sns-032
DrugBank_DB07535	DB07535	DrugBank	https://go.drugbank.com/drugs/DB07535	2-amino-6-[2-(1h-indol-6-yl)ethyl]pyrimidin-4(3h)-one
DrugBank_DB12085	DB12085	DrugBank	https://go.drugbank.com/drugs/DB12085	Lcl-161
DrugBank_DB04117	DB04117	DrugBank	https://go.drugbank.com/drugs/DB04117	4-(n,n-dimethylamino)cinnamoyl-coa
DrugBank_DB04442	DB04442	DrugBank	https://go.drugbank.com/drugs/DB04442	Imino[2-(2-oxo-1,2-dihydro-3-pyridinyl)-1h-benzimidazol-5-yl]methanaminium
DrugBank_DB14517	DB14517	DrugBank	https://go.drugbank.com/drugs/DB14517	Aluminium Phosphate
DrugBank_DB00304	DB00304	DrugBank	https://go.drugbank.com/drugs/DB00304	Desogestrel
DrugBank_DB11644	DB11644	DrugBank	https://go.drugbank.com/drugs/DB11644	Tafamidis
DrugBank_DB00008	DB00008	DrugBank	https://go.drugbank.com/drugs/DB00008	Peginterferon Alfa-2a
DrugBank_DB01259	DB01259	DrugBank	https://go.drugbank.com/drugs/DB01259	Lapatinib
DrugBank_DB00563	DB00563	DrugBank	https://go.drugbank.com/drugs/DB00563	Methotrexate
DrugBank_DB13449	DB13449	DrugBank	https://go.drugbank.com/drugs/DB13449	Proxyphylline
DrugBank_DB05161	DB05161	DrugBank	https://go.drugbank.com/drugs/DB05161	Elafin
DrugBank_DB06663	DB06663	DrugBank	https://go.drugbank.com/drugs/DB06663	Pasireotide
DrugBank_DB06404	DB06404	DrugBank	https://go.drugbank.com/drugs/DB06404	Human C1-esterase Inhibitor
DrugBank_DB12418	DB12418	DrugBank	https://go.drugbank.com/drugs/DB12418	Saccharin
DrugBank_DB09456	DB09456	DrugBank	https://go.drugbank.com/drugs/DB09456	Insulin Beef
DrugBank_DB03380	DB03380	DrugBank	https://go.drugbank.com/drugs/DB03380	L-tyrosinamide
DrugBank_DB12228	DB12228	DrugBank	https://go.drugbank.com/drugs/DB12228	Telcagepant
DrugBank_DB00534	DB00534	DrugBank	https://go.drugbank.com/drugs/DB00534	Chlormerodrin
DrugBank_DB15575	DB15575	DrugBank	https://go.drugbank.com/drugs/DB15575	Padeliporfin
DrugBank_DB12192	DB12192	DrugBank	https://go.drugbank.com/drugs/DB12192	Emeramide
DrugBank_DB03341	DB03341	DrugBank	https://go.drugbank.com/drugs/DB03341	Coa-s-acetyl 5-bromotryptamine
DrugBank_DB02598	DB02598	DrugBank	https://go.drugbank.com/drugs/DB02598	N-alpha-acetyl-3,5-diiodotyrosylglycine
DrugBank_DB08164	DB08164	DrugBank	https://go.drugbank.com/drugs/DB08164	(3r,4r)-1-{6-[3-(methylsulfonyl)phenyl]pyrimidin-4-yl}-4-(2,4,5-trifluorophenyl)piperidin-3-amine
DrugBank_DB09507	DB09507	DrugBank	https://go.drugbank.com/drugs/DB09507	Ferumoxsil
DrugBank_DB06285	DB06285	DrugBank	https://go.drugbank.com/drugs/DB06285	Teriparatide
DrugBank_DB06833	DB06833	DrugBank	https://go.drugbank.com/drugs/DB06833	1-cyclohexyl-n-{[1-(4-methylphenyl)-1h-indol-3-yl]methyl}methanamine
DrugBank_DB08091	DB08091	DrugBank	https://go.drugbank.com/drugs/DB08091	3-fluoro-5-morpholin-4-yl-n-[3-(2-pyridin-4-ylethyl)-1h-indol-5-yl]benzamide
DrugBank_DB03064	DB03064	DrugBank	https://go.drugbank.com/drugs/DB03064	3-decyl-2,5-dioxo-4-hydroxy-3-pyrroline
DrugBank_DB00557	DB00557	DrugBank	https://go.drugbank.com/drugs/DB00557	Hydroxyzine
DrugBank_DB11608	DB11608	DrugBank	https://go.drugbank.com/drugs/DB11608	Eftrenonacog Alfa
DrugBank_DB13677	DB13677	DrugBank	https://go.drugbank.com/drugs/DB13677	Carboquone
DrugBank_DB01166	DB01166	DrugBank	https://go.drugbank.com/drugs/DB01166	Cilostazol
DrugBank_DB13327	DB13327	DrugBank	https://go.drugbank.com/drugs/DB13327	Picotamide
DrugBank_DB02407	DB02407	DrugBank	https://go.drugbank.com/drugs/DB02407	6-o-cyclohexylmethyl Guanine
DrugBank_DB11230	DB11230	DrugBank	https://go.drugbank.com/drugs/DB11230	Magnesium Aluminum Silicate
DrugBank_DB00648	DB00648	DrugBank	https://go.drugbank.com/drugs/DB00648	Mitotane
DrugBank_DB00578	DB00578	DrugBank	https://go.drugbank.com/drugs/DB00578	Carbenicillin
DrugBank_DB12130	DB12130	DrugBank	https://go.drugbank.com/drugs/DB12130	Lorlatinib
DrugBank_DB08134	DB08134	DrugBank	https://go.drugbank.com/drugs/DB08134	4-[(6-chloropyrazin-2-yl)amino]benzenesulfonamide
DrugBank_DB13791	DB13791	DrugBank	https://go.drugbank.com/drugs/DB13791	Penfluridol
DrugBank_DB14843	DB14843	DrugBank	https://go.drugbank.com/drugs/DB14843	Codrituzumab
DrugBank_DB07692	DB07692	DrugBank	https://go.drugbank.com/drugs/DB07692	1-[(2,6-difluorophenyl)sulfonyl]-4-(2,3-dihydro-1,4-benzodioxin-6-ylsulfonyl)piperazine
DrugBank_DB03626	DB03626	DrugBank	https://go.drugbank.com/drugs/DB03626	5-methoxy-1,2-dimethyl-3-(phenoxymethyl)indole-4,7-dione
DrugBank_DB01433	DB01433	DrugBank	https://go.drugbank.com/drugs/DB01433	Methadyl Acetate
DrugBank_DB04835	DB04835	DrugBank	https://go.drugbank.com/drugs/DB04835	Maraviroc
DrugBank_DB01910	DB01910	DrugBank	https://go.drugbank.com/drugs/DB01910	Sinefungin
DrugBank_DB06447	DB06447	DrugBank	https://go.drugbank.com/drugs/DB06447	E5531
DrugBank_DB00603	DB00603	DrugBank	https://go.drugbank.com/drugs/DB00603	Medroxyprogesterone Acetate
DrugBank_DB02509	DB02509	DrugBank	https://go.drugbank.com/drugs/DB02509	Farnesol
DrugBank_DB07255	DB07255	DrugBank	https://go.drugbank.com/drugs/DB07255	N'-(5-chloro-1,3-benzodioxol-4-yl)-n-(3-morpholin-4-ylphenyl)pyrimidine-2,4-diamine
DrugBank_DB05045	DB05045	DrugBank	https://go.drugbank.com/drugs/DB05045	Obinepitide
DrugBank_DB11638	DB11638	DrugBank	https://go.drugbank.com/drugs/DB11638	Artenimol
DrugBank_DB02699	DB02699	DrugBank	https://go.drugbank.com/drugs/DB02699	4-oxoretinol
DrugBank_DB09223	DB09223	DrugBank	https://go.drugbank.com/drugs/DB09223	Blonanserin
DrugBank_DB07006	DB07006	DrugBank	https://go.drugbank.com/drugs/DB07006	9-hydroxy-6-(3-hydroxypropyl)-4-(2-methoxyphenyl)pyrrolo[3,4-c]carbazole-1,3(2h,6h)-dione
DrugBank_DB07482	DB07482	DrugBank	https://go.drugbank.com/drugs/DB07482	(2r)-n-[(2r)-2-(dihydroxyboryl)-1-l-prolylpyrrolidin-2-yl]-n-[(5r)-5-(dihydroxyboryl)-1-l-prolylpyrrolidin-2-yl]-l-prolinamide
DrugBank_DB13710	DB13710	DrugBank	https://go.drugbank.com/drugs/DB13710	Metenolone
DrugBank_DB00433	DB00433	DrugBank	https://go.drugbank.com/drugs/DB00433	Prochlorperazine
DrugBank_DB11412	DB11412	DrugBank	https://go.drugbank.com/drugs/DB11412	Fenthion
DrugBank_DB02684	DB02684	DrugBank	https://go.drugbank.com/drugs/DB02684	5'-o-(l-cysteinylsulfamoyl)adenosine
DrugBank_DB03172	DB03172	DrugBank	https://go.drugbank.com/drugs/DB03172	Tubercidin
DrugBank_DB01437	DB01437	DrugBank	https://go.drugbank.com/drugs/DB01437	Glutethimide
DrugBank_DB09394	DB09394	DrugBank	https://go.drugbank.com/drugs/DB09394	Phosphoric Acid
DrugBank_DB00250	DB00250	DrugBank	https://go.drugbank.com/drugs/DB00250	Dapsone
DrugBank_DB06149	DB06149	DrugBank	https://go.drugbank.com/drugs/DB06149	Teicoplanin
DrugBank_DB09229	DB09229	DrugBank	https://go.drugbank.com/drugs/DB09229	Aranidipine
DrugBank_DB02404	DB02404	DrugBank	https://go.drugbank.com/drugs/DB02404	1-deoxy-1-thio-heptaethylene Glycol
DrugBank_DB02296	DB02296	DrugBank	https://go.drugbank.com/drugs/DB02296	Isoamyl Alcohol
DrugBank_DB11935	DB11935	DrugBank	https://go.drugbank.com/drugs/DB11935	Flomoxef
DrugBank_DB07182	DB07182	DrugBank	https://go.drugbank.com/drugs/DB07182	(2s)-2-(3-carbamimidamidophenyl)-3-[hydroxy(3-phenylpropyl)phosphoryl]propanoic Acid
DrugBank_DB12026	DB12026	DrugBank	https://go.drugbank.com/drugs/DB12026	Voxilaprevir
DrugBank_DB11446	DB11446	DrugBank	https://go.drugbank.com/drugs/DB11446	Oxfendazole
DrugBank_DB00281	DB00281	DrugBank	https://go.drugbank.com/drugs/DB00281	Lidocaine
DrugBank_DB00242	DB00242	DrugBank	https://go.drugbank.com/drugs/DB00242	Cladribine
DrugBank_DB00808	DB00808	DrugBank	https://go.drugbank.com/drugs/DB00808	Indapamide
DrugBank_DB05468	DB05468	DrugBank	https://go.drugbank.com/drugs/DB05468	R411
DrugBank_DB03595	DB03595	DrugBank	https://go.drugbank.com/drugs/DB03595	Cra_9785
DrugBank_DB06967	DB06967	DrugBank	https://go.drugbank.com/drugs/DB06967	6-ethyl-5-[9-(3-methoxypropyl)-9h-carbazol-2-yl]pyrimidine-2,4-diamine
DrugBank_DB13206	DB13206	DrugBank	https://go.drugbank.com/drugs/DB13206	Bamethan
DrugBank_DB04136	DB04136	DrugBank	https://go.drugbank.com/drugs/DB04136	Lysophosphotidylserine
DrugBank_DB05227	DB05227	DrugBank	https://go.drugbank.com/drugs/DB05227	Apd791
DrugBank_DB04896	DB04896	DrugBank	https://go.drugbank.com/drugs/DB04896	Milnacipran
DrugBank_DB14569	DB14569	DrugBank	https://go.drugbank.com/drugs/DB14569	Tedizolid
DrugBank_DB08416	DB08416	DrugBank	https://go.drugbank.com/drugs/DB08416	(9beta,13alpha,14beta,17alpha)-2-methoxyestra-1,3,5(10)-triene-3,17-diyl Disulfamate
DrugBank_DB01776	DB01776	DrugBank	https://go.drugbank.com/drugs/DB01776	M-cresol
DrugBank_DB06972	DB06972	DrugBank	https://go.drugbank.com/drugs/DB06972	7a-[(4-cyanophenyl)methyl]-6-(3,5-dichlorophenyl)-5-oxo-2,3,5,7a-tetrahydro-1h-pyrrolo[1,2-a]pyrrole-7-carbonitrile
DrugBank_DB09487	DB09487	DrugBank	https://go.drugbank.com/drugs/DB09487	Iotrolan
DrugBank_DB03159	DB03159	DrugBank	https://go.drugbank.com/drugs/DB03159	Cra_8696
DrugBank_DB06423	DB06423	DrugBank	https://go.drugbank.com/drugs/DB06423	Endostatin
DrugBank_DB13246	DB13246	DrugBank	https://go.drugbank.com/drugs/DB13246	Quinupramine
DrugBank_DB00289	DB00289	DrugBank	https://go.drugbank.com/drugs/DB00289	Atomoxetine
DrugBank_DB05446	DB05446	DrugBank	https://go.drugbank.com/drugs/DB05446	Ljp 1082
DrugBank_DB00656	DB00656	DrugBank	https://go.drugbank.com/drugs/DB00656	Trazodone
DrugBank_DB01270	DB01270	DrugBank	https://go.drugbank.com/drugs/DB01270	Ranibizumab
DrugBank_DB00251	DB00251	DrugBank	https://go.drugbank.com/drugs/DB00251	Terconazole
DrugBank_DB08498	DB08498	DrugBank	https://go.drugbank.com/drugs/DB08498	(1s)-1-(3-chlorophenyl)-2-oxo-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl Acetate
DrugBank_DB04618	DB04618	DrugBank	https://go.drugbank.com/drugs/DB04618	4,6-dideoxy-4-{[4-[(4-o-hexopyranosylhexopyranosyl)oxy]-5,6-dihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl]amino}hexopyranosyl-(1->4)hexopyranosyl-(1->4)hexopyranose
DrugBank_DB08878	DB08878	DrugBank	https://go.drugbank.com/drugs/DB08878	Aminopterin
DrugBank_DB00544	DB00544	DrugBank	https://go.drugbank.com/drugs/DB00544	Fluorouracil
DrugBank_DB11964	DB11964	DrugBank	https://go.drugbank.com/drugs/DB11964	Ilaprazole
DrugBank_DB01342	DB01342	DrugBank	https://go.drugbank.com/drugs/DB01342	Forasartan
DrugBank_DB01029	DB01029	DrugBank	https://go.drugbank.com/drugs/DB01029	Irbesartan
DrugBank_DB03944	DB03944	DrugBank	https://go.drugbank.com/drugs/DB03944	5-[1-(3,4-dimethoxy-benzoyl)-1,2,3,4-tetrahydro-quinolin-6-yl]-6-methyl-3,6-dihydro-[1,3,4]thiadiazin-2-one
DrugBank_DB06233	DB06233	DrugBank	https://go.drugbank.com/drugs/DB06233	Ridaforolimus
DrugBank_DB11077	DB11077	DrugBank	https://go.drugbank.com/drugs/DB11077	Polyethylene Glycol 400
DrugBank_DB00236	DB00236	DrugBank	https://go.drugbank.com/drugs/DB00236	Pipobroman
DrugBank_DB14715	DB14715	DrugBank	https://go.drugbank.com/drugs/DB14715	Cinazepam
DrugBank_DB02979	DB02979	DrugBank	https://go.drugbank.com/drugs/DB02979	N1,n14-bis((s-methyl)isothioureido)tetradecane
DrugBank_DB14731	DB14731	DrugBank	https://go.drugbank.com/drugs/DB14731	Tagraxofusp
DrugBank_DB12884	DB12884	DrugBank	https://go.drugbank.com/drugs/DB12884	Lavoltidine
DrugBank_DB13951	DB13951	DrugBank	https://go.drugbank.com/drugs/DB13951	Stanolone Acetate
DrugBank_DB00762	DB00762	DrugBank	https://go.drugbank.com/drugs/DB00762	Irinotecan
DrugBank_DB03385	DB03385	DrugBank	https://go.drugbank.com/drugs/DB03385	4-methylimidazole
DrugBank_DB06712	DB06712	DrugBank	https://go.drugbank.com/drugs/DB06712	Nilvadipine
DrugBank_DB08503	DB08503	DrugBank	https://go.drugbank.com/drugs/DB08503	(3s,5r,7r,8s,9s,10r)-7-(hydroxymethyl)-3-(4-methylphenyl)-1,6-dioxa-2-azaspiro[4.5]decane-8,9,10-triol
DrugBank_DB14055	DB14055	DrugBank	https://go.drugbank.com/drugs/DB14055	(s)-warfarin
DrugBank_DB05471	DB05471	DrugBank	https://go.drugbank.com/drugs/DB05471	Sgn-30
DrugBank_DB07048	DB07048	DrugBank	https://go.drugbank.com/drugs/DB07048	N-[(2r)-5-(aminosulfonyl)-2,3-dihydro-1h-inden-2-yl]-2-propylpentanamide
DrugBank_DB04471	DB04471	DrugBank	https://go.drugbank.com/drugs/DB04471	2-phenyl-1-[4-(2-piperidin-1-yl-ethoxy)-phenyl]-1,2,3,4-tetrahydro-isoquinolin-6-ol
DrugBank_DB00536	DB00536	DrugBank	https://go.drugbank.com/drugs/DB00536	Guanidine
DrugBank_DB05966	DB05966	DrugBank	https://go.drugbank.com/drugs/DB05966	Tas-108
DrugBank_DB03747	DB03747	DrugBank	https://go.drugbank.com/drugs/DB03747	N-acetyl-glucosamine Thiazoline
DrugBank_DB09280	DB09280	DrugBank	https://go.drugbank.com/drugs/DB09280	Lumacaftor
DrugBank_DB13370	DB13370	DrugBank	https://go.drugbank.com/drugs/DB13370	Bromisoval
DrugBank_DB13665	DB13665	DrugBank	https://go.drugbank.com/drugs/DB13665	Fluanisone
DrugBank_DB01630	DB01630	DrugBank	https://go.drugbank.com/drugs/DB01630	Sc-74020
DrugBank_DB00535	DB00535	DrugBank	https://go.drugbank.com/drugs/DB00535	Cefdinir
DrugBank_DB00558	DB00558	DrugBank	https://go.drugbank.com/drugs/DB00558	Zanamivir
DrugBank_DB13777	DB13777	DrugBank	https://go.drugbank.com/drugs/DB13777	Prenalterol
DrugBank_DB00605	DB00605	DrugBank	https://go.drugbank.com/drugs/DB00605	Sulindac
DrugBank_DB01228	DB01228	DrugBank	https://go.drugbank.com/drugs/DB01228	Encainide
DrugBank_DB04209	DB04209	DrugBank	https://go.drugbank.com/drugs/DB04209	Dequalinium
DrugBank_DB13375	DB13375	DrugBank	https://go.drugbank.com/drugs/DB13375	Edrecolomab
DrugBank_DB09231	DB09231	DrugBank	https://go.drugbank.com/drugs/DB09231	Benidipine
DrugBank_DB00543	DB00543	DrugBank	https://go.drugbank.com/drugs/DB00543	Amoxapine
DrugBank_DB14533	DB14533	DrugBank	https://go.drugbank.com/drugs/DB14533	Zinc Chloride
DrugBank_DB11888	DB11888	DrugBank	https://go.drugbank.com/drugs/DB11888	Laninamivir Octanoate
DrugBank_DB12589	DB12589	DrugBank	https://go.drugbank.com/drugs/DB12589	Dacetuzumab
DrugBank_DB07902	DB07902	DrugBank	https://go.drugbank.com/drugs/DB07902	Tert-butyl {2-[(1,3-thiazol-2-ylamino)carbonyl]pyridin-3-yl}carbamate
DrugBank_DB01320	DB01320	DrugBank	https://go.drugbank.com/drugs/DB01320	Fosphenytoin
DrugBank_DB11752	DB11752	DrugBank	https://go.drugbank.com/drugs/DB11752	Bryostatin 1
DrugBank_DB05550	DB05550	DrugBank	https://go.drugbank.com/drugs/DB05550	Iratumumab
DrugBank_DB12147	DB12147	DrugBank	https://go.drugbank.com/drugs/DB12147	Erdafitinib
DrugBank_DB07177	DB07177	DrugBank	https://go.drugbank.com/drugs/DB07177	(5e,13e)-11-hydroxy-9,15-dioxoprosta-5,13-dien-1-oic Acid
DrugBank_DB01536	DB01536	DrugBank	https://go.drugbank.com/drugs/DB01536	Androstenedione
DrugBank_DB05678	DB05678	DrugBank	https://go.drugbank.com/drugs/DB05678	Slx-4090
DrugBank_DB00303	DB00303	DrugBank	https://go.drugbank.com/drugs/DB00303	Ertapenem
DrugBank_DB07324	DB07324	DrugBank	https://go.drugbank.com/drugs/DB07324	3-({2-[(2-amino-6-methylpyrimidin-4-yl)ethynyl]benzyl}amino)-1,3-oxazol-2(3h)-one
DrugBank_DB00981	DB00981	DrugBank	https://go.drugbank.com/drugs/DB00981	Physostigmine
DrugBank_DB07328	DB07328	DrugBank	https://go.drugbank.com/drugs/DB07328	Methyl 4-{[({[(2r,5s)-5-{[(2s)-2-(aminomethyl)pyrrolidin-1-yl]carbonyl}pyrrolidin-2-yl]methyl}amino)carbonyl]amino}benzoate
DrugBank_DB06243	DB06243	DrugBank	https://go.drugbank.com/drugs/DB06243	Eflornithine
DrugBank_DB01381	DB01381	DrugBank	https://go.drugbank.com/drugs/DB01381	Ginkgo Biloba
DrugBank_DB00751	DB00751	DrugBank	https://go.drugbank.com/drugs/DB00751	Epinastine
DrugBank_DB05928	DB05928	DrugBank	https://go.drugbank.com/drugs/DB05928	Dovitinib
DrugBank_DB08879	DB08879	DrugBank	https://go.drugbank.com/drugs/DB08879	Belimumab
DrugBank_DB14072	DB14072	DrugBank	https://go.drugbank.com/drugs/DB14072	Reversin 121
DrugBank_DB13577	DB13577	DrugBank	https://go.drugbank.com/drugs/DB13577	Allobarbital
