gene_id	external_id	source	url	name
Gene::121391	121391	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/121391	Krt74
Gene::121441	121441	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/121441	Nedd1
Gene::121457	121457	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/121457	Ikbip
Gene::1215	1215	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1215	Cma1
Gene::121504	121504	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/121504	Hist4h4
Gene::121506	121506	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/121506	Erp27
Gene::121512	121512	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/121512	Fgd4
Gene::121536	121536	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/121536	Aebp2
Gene::121549	121549	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/121549	Ascl4
Gene::121551	121551	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/121551	Btbd11
Gene::121599	121599	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/121599	Spic
Gene::121601	121601	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/121601	Ano4
Gene::121642	121642	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/121642	Alkbh2
Gene::121643	121643	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/121643	Foxn4
Gene::121665	121665	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/121665	Sppl3
Gene::121793	121793	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/121793	Tex29
Gene::122011	122011	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122011	Csnk1a1l
Gene::122042	122042	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122042	Rxfp2
Gene::122046	122046	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122046	Tex26
Gene::122060	122060	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122060	Slain1
Gene::122183	122183	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122183	Prr20a
Gene::122258	122258	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122258	Spaca7
Gene::122402	122402	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122402	Tdrd9
Gene::122416	122416	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122416	Ankrd9
Gene::122481	122481	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122481	Ak7
Gene::122509	122509	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122509	Ifi27l1
Gene::122525	122525	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122525	C14orf28
Gene::122553	122553	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122553	Trappc6b
Gene::122616	122616	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122616	C14orf79
Gene::122618	122618	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122618	Pld4
Gene::122622	122622	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122622	Adssl1
Gene::122651	122651	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122651	Rnase11
Gene::122664	122664	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122664	Tppp2
Gene::122665	122665	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122665	Rnase8
Gene::122704	122704	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122704	Mrpl52
Gene::122706	122706	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122706	Psmb11
Gene::122740	122740	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122740	Or4k14
Gene::122742	122742	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122742	Or4l1
Gene::122748	122748	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122748	Or11h6
Gene::122769	122769	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122769	Lrr1
Gene::122773	122773	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122773	Klhdc1
Gene::122786	122786	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122786	Frmd6
Gene::122809	122809	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122809	Socs4
Gene::122830	122830	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122830	Naa30
Gene::122876	122876	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122876	Gphb5
Gene::122945	122945	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122945	Noxred1
Gene::122953	122953	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122953	Jdp2
Gene::122961	122961	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122961	Isca2
Gene::122970	122970	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122970	Acot4
Gene::123	123	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/123	Plin2
Gene::1230	1230	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1230	Ccr1
Gene::123016	123016	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/123016	Ttc8
Gene::123036	123036	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/123036	Tc2n
Gene::123041	123041	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/123041	Slc24a4
Gene::123096	123096	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/123096	Slc25a29
Gene::123099	123099	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/123099	Degs2
Gene::123103	123103	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/123103	Klhl33
Gene::123169	123169	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/123169	Leo1
Gene::1232	1232	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1232	Ccr3
Gene::123207	123207	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/123207	C15orf40
Gene::123228	123228	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/123228	Senp8
Gene::123263	123263	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/123263	Mtfmt
Gene::123264	123264	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/123264	Slc51b
Gene::123283	123283	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/123283	Tarsl2
Gene::1233	1233	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1233	Ccr4
Gene::123355	123355	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/123355	Lrrc28
Gene::1234	1234	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1234	Ccr5
Gene::1235	1235	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1235	Ccr6
Gene::123591	123591	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/123591	C15orf27
Gene::1236	1236	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1236	Ccr7
Gene::123606	123606	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/123606	Nipa1
Gene::123624	123624	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/123624	Agbl1
Gene::123688	123688	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/123688	Hykk
Gene::1237	1237	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1237	Ccr8
Gene::123720	123720	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/123720	Whamm
Gene::123722	123722	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/123722	Fsd2
Gene::123745	123745	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/123745	Pla2g4e
Gene::123775	123775	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/123775	C16orf46
Gene::1238	1238	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1238	Ackr2
Gene::123803	123803	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/123803	Ntan1
Gene::123811	123811	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/123811	Fopnl
Gene::123872	123872	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/123872	Dnaaf1
Gene::123876	123876	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/123876	Acsm2a
Gene::123879	123879	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/123879	Dcun1d3
Gene::123904	123904	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/123904	Nrn1l
Gene::123920	123920	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/123920	Cmtm3
Gene::123970	123970	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/123970	C16orf78
Gene::124	124	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124	Adh1a
Gene::1240	1240	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1240	Cmklr1
Gene::124044	124044	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124044	Spata2l
Gene::124045	124045	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124045	Spata33
Gene::124056	124056	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124056	Noxo1
Gene::124093	124093	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124093	Ccdc78
Gene::1241	1241	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1241	Ltb4r
Gene::124152	124152	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124152	Iqck
Gene::124220	124220	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124220	Zg16b
Gene::124222	124222	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124222	Paqr4
Gene::124245	124245	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124245	Zc3h18
Gene::124274	124274	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124274	Gpr139
Gene::124359	124359	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124359	Cdyl2
Gene::1244	1244	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1244	Abcc2
Gene::124401	124401	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124401	Anks3
Gene::124402	124402	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124402	Ubald1
Gene::124404	124404	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124404	Sept12
Gene::124411	124411	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124411	Znf720
Gene::124446	124446	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124446	Tmem219
Gene::124454	124454	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124454	Ears2
Gene::124460	124460	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124460	Snx20
Gene::124491	124491	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124491	Tmem170a
Gene::124512	124512	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124512	Mettl23
Gene::124535	124535	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124535	Hsf5
Gene::124538	124538	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124538	Or4d2
Gene::124540	124540	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124540	Msi2
Gene::124565	124565	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124565	Slc38a10
Gene::124583	124583	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124583	Cant1
Gene::124590	124590	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124590	Ush1g
Gene::124599	124599	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124599	Cd300lb
Gene::124602	124602	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124602	Kif19
Gene::124626	124626	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124626	Zpbp2
Gene::124637	124637	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124637	Cyb5d1
Gene::124641	124641	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124641	Ovca2
Gene::124739	124739	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124739	Usp43
Gene::124751	124751	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124751	Krba2
Gene::124773	124773	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124773	C17orf64
Gene::124783	124783	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124783	Spata32
Gene::124790	124790	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124790	Hexim2
Gene::124801	124801	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124801	Lsm12
Gene::124808	124808	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124808	Ccdc43
Gene::124817	124817	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124817	Cntd1
Gene::124842	124842	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124842	Tmem132e
Gene::124857	124857	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124857	Wfikkn2
Gene::124872	124872	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124872	B4galnt2
Gene::124912	124912	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124912	Spaca3
Gene::124923	124923	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124923	Sgk494
Gene::124925	124925	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124925	Sez6
Gene::124930	124930	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124930	Ankrd13b
Gene::124935	124935	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124935	Slc43a2
Gene::124936	124936	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124936	Cyb5d2
Gene::124944	124944	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124944	C17orf49
Gene::124961	124961	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124961	Zfp3
Gene::124975	124975	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124975	Ggt6
Gene::124976	124976	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124976	Spns2
Gene::124989	124989	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124989	Efcab13
Gene::124995	124995	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124995	Mrpl10
Gene::124997	124997	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/124997	Wdr81
Gene::125	125	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/125	Adh1b
Gene::125058	125058	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/125058	Tbc1d16
Gene::125061	125061	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/125061	Afmid
Gene::125111	125111	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/125111	Gjd3
Gene::125113	125113	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/125113	Krt222
Gene::125115	125115	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/125115	Krt40
Gene::125150	125150	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/125150	Zswim7
Gene::125168	125168	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/125168	Ribin
Gene::125170	125170	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/125170	Mief2
Gene::125206	125206	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/125206	Slc5a10
Gene::125228	125228	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/125228	Fam210a
Gene::125336	125336	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/125336	Loxhd1
Gene::125476	125476	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/125476	Ino80c
Gene::125488	125488	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/125488	Ttc39c
Gene::125704	125704	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/125704	Fam69c
Gene::1258	1258	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1258	Cngb1
Gene::125875	125875	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/125875	Cldnd2
Gene::125893	125893	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/125893	Znf816
Gene::1259	1259	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1259	Cnga1
Gene::125919	125919	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/125919	Znf543
Gene::125931	125931	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/125931	Ceacam20
Gene::125950	125950	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/125950	Raver1
Gene::125958	125958	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/125958	Or7d4
Gene::125962	125962	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/125962	Or7g1
Gene::125963	125963	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/125963	Or1m1
Gene::125965	125965	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/125965	Cox6b2
Gene::125972	125972	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/125972	Calr3
Gene::125981	125981	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/125981	Acer1
Gene::125988	125988	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/125988	C19orf70
Gene::125997	125997	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/125997	Mbd3l2
Gene::126	126	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126	Adh1c
Gene::1260	1260	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1260	Cnga2
Gene::126003	126003	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126003	Trappc5
Gene::126006	126006	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126006	Pcp2
Gene::126014	126014	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126014	Oscar
Gene::126017	126017	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126017	Znf813
Gene::126068	126068	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126068	Znf441
Gene::126069	126069	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126069	Znf491
Gene::126070	126070	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126070	Znf440
Gene::126074	126074	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126074	Swsap1
Gene::126075	126075	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126075	Ccdc159
Gene::1261	1261	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1261	Cnga3
Gene::126119	126119	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126119	Josd2
Gene::126123	126123	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126123	Izumo2
Gene::126129	126129	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126129	Cpt1c
Gene::126133	126133	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126133	Aldh16a1
Gene::126147	126147	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126147	Ntn5
Gene::1262	1262	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1262	Cnga4
Gene::126204	126204	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126204	Nlrp13
Gene::126205	126205	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126205	Nlrp8
Gene::126206	126206	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126206	Nlrp5
Gene::126208	126208	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126208	Znf787
Gene::126231	126231	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126231	Znf573
Gene::126248	126248	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126248	Wdr88
Gene::126259	126259	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126259	Tmigd2
Gene::126272	126272	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126272	Eid2b
Gene::126282	126282	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126282	Tnfaip8l1
Gene::126295	126295	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126295	Znf57
Gene::126298	126298	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126298	Irgq
Gene::126299	126299	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126299	Znf428
Gene::1263	1263	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1263	Plk3
Gene::126306	126306	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126306	Jsrp1
Gene::126308	126308	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126308	Mob3a
Gene::126321	126321	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126321	Mfsd12
Gene::126326	126326	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126326	Gipc3
Gene::126328	126328	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126328	Ndufa11
Gene::126353	126353	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126353	Misp
Gene::126364	126364	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126364	Lrrc25
Gene::126370	126370	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126370	Or1i1
Gene::126374	126374	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126374	Wtip
Gene::126375	126375	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126375	Znf792
Gene::126382	126382	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126382	Nr2c2ap
Gene::126393	126393	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126393	Hspb6
Gene::1264	1264	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1264	Cnn1
Gene::126402	126402	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126402	Ccdc105
Gene::126410	126410	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126410	Cyp4f22
Gene::126432	126432	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126432	Rinl
Gene::126433	126433	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126433	Fbxo27
Gene::1265	1265	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1265	Cnn2
Gene::126520	126520	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126520	Plk5
Gene::126526	126526	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126526	C19orf47
Gene::126541	126541	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126541	Or10h4
Gene::126549	126549	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126549	Ankle1
Gene::126567	126567	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126567	C2cd4c
Gene::1266	1266	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1266	Cnn3
Gene::126626	126626	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126626	Gabpb2
Gene::126637	126637	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126637	Tchhl1
Gene::126638	126638	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126638	Rptn
Gene::126668	126668	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126668	Tdrd10
Gene::126669	126669	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126669	She
Gene::126695	126695	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126695	Kdf1
Gene::1267	1267	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1267	Cnp
Gene::126731	126731	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126731	Ccsap
Gene::126755	126755	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126755	Lrrc38
Gene::126767	126767	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126767	Aadacl3
Gene::126789	126789	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126789	Pusl1
Gene::126792	126792	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126792	B3galt6
Gene::1268	1268	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1268	Cnr1
Gene::126820	126820	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126820	Wdr63
Gene::126823	126823	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126823	Klhdc9
Gene::126859	126859	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126859	Axdnd1
Gene::126868	126868	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126868	Mab21l3
Gene::1269	1269	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1269	Cnr2
Gene::126917	126917	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126917	Iffo2
Gene::126961	126961	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126961	Hist2h3c
Gene::126969	126969	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126969	Slc44a3
Gene::127	127	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127	Adh4
Gene::1270	1270	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1270	Cntf
Gene::127002	127002	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127002	Atxn7l2
Gene::127003	127003	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127003	C1orf194
Gene::127018	127018	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127018	Lyplal1
Gene::127059	127059	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127059	Or2m5
Gene::127062	127062	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127062	Or2m3
Gene::127064	127064	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127064	Or2t12
Gene::127066	127066	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127066	Or14c36
Gene::127068	127068	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127068	Or2t34
Gene::127069	127069	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127069	Or2t10
Gene::127074	127074	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127074	Or2t4
Gene::127077	127077	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127077	Or2t11
Gene::1271	1271	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1271	Cntfr
Gene::127124	127124	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127124	Atp6v1g3
Gene::1272	1272	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1272	Cntn1
Gene::127247	127247	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127247	Asb17
Gene::127253	127253	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127253	Tyw3
Gene::127254	127254	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127254	Erich3
Gene::127255	127255	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127255	Lrriq3
Gene::127262	127262	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127262	Tprg1l
Gene::127281	127281	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127281	Fam213b
Gene::127294	127294	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127294	Myom3
Gene::127343	127343	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127343	Dmbx1
Gene::127385	127385	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127385	Or10j5
Gene::127391	127391	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127391	Tmco2
Gene::127396	127396	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127396	Znf684
Gene::127428	127428	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127428	Tceanc2
Gene::127435	127435	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127435	Podn
Gene::127495	127495	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127495	Lrrc39
Gene::127534	127534	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127534	Gjb4
Gene::127540	127540	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127540	Hmgb4
Gene::127544	127544	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127544	Rnf19b
Gene::127550	127550	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127550	A3galt2
