compound_id	external_id	source	url	name
Compound::DB00418	DB00418	DrugBank	https://go.drugbank.com/drugs/DB00418	Secobarbital
Compound::DB00419	DB00419	DrugBank	https://go.drugbank.com/drugs/DB00419	Miglustat
Compound::DB00420	DB00420	DrugBank	https://go.drugbank.com/drugs/DB00420	Promazine
Compound::DB00421	DB00421	DrugBank	https://go.drugbank.com/drugs/DB00421	Spironolactone
Compound::DB00422	DB00422	DrugBank	https://go.drugbank.com/drugs/DB00422	Methylphenidate
Compound::DB00423	DB00423	DrugBank	https://go.drugbank.com/drugs/DB00423	Methocarbamol
Compound::DB00424	DB00424	DrugBank	https://go.drugbank.com/drugs/DB00424	Hyoscyamine
Compound::DB00425	DB00425	DrugBank	https://go.drugbank.com/drugs/DB00425	Zolpidem
Compound::DB00426	DB00426	DrugBank	https://go.drugbank.com/drugs/DB00426	Famciclovir
Compound::DB00427	DB00427	DrugBank	https://go.drugbank.com/drugs/DB00427	Triprolidine
Compound::DB00428	DB00428	DrugBank	https://go.drugbank.com/drugs/DB00428	Streptozocin
Compound::DB00429	DB00429	DrugBank	https://go.drugbank.com/drugs/DB00429	Carboprost Tromethamine
Compound::DB00430	DB00430	DrugBank	https://go.drugbank.com/drugs/DB00430	Cefpiramide
Compound::DB00431	DB00431	DrugBank	https://go.drugbank.com/drugs/DB00431	Lindane
Compound::DB00432	DB00432	DrugBank	https://go.drugbank.com/drugs/DB00432	Trifluridine
Compound::DB00433	DB00433	DrugBank	https://go.drugbank.com/drugs/DB00433	Prochlorperazine
Compound::DB00434	DB00434	DrugBank	https://go.drugbank.com/drugs/DB00434	Cyproheptadine
Compound::DB00435	DB00435	DrugBank	https://go.drugbank.com/drugs/DB00435	Nitric Oxide
Compound::DB00436	DB00436	DrugBank	https://go.drugbank.com/drugs/DB00436	Bendroflumethiazide
Compound::DB00437	DB00437	DrugBank	https://go.drugbank.com/drugs/DB00437	Allopurinol
Compound::DB00438	DB00438	DrugBank	https://go.drugbank.com/drugs/DB00438	Ceftazidime
Compound::DB00440	DB00440	DrugBank	https://go.drugbank.com/drugs/DB00440	Trimethoprim
Compound::DB00441	DB00441	DrugBank	https://go.drugbank.com/drugs/DB00441	Gemcitabine
Compound::DB00442	DB00442	DrugBank	https://go.drugbank.com/drugs/DB00442	Entecavir
Compound::DB00443	DB00443	DrugBank	https://go.drugbank.com/drugs/DB00443	Betamethasone
Compound::DB00444	DB00444	DrugBank	https://go.drugbank.com/drugs/DB00444	Teniposide
Compound::DB00445	DB00445	DrugBank	https://go.drugbank.com/drugs/DB00445	Epirubicin
Compound::DB00446	DB00446	DrugBank	https://go.drugbank.com/drugs/DB00446	Chloramphenicol
Compound::DB00448	DB00448	DrugBank	https://go.drugbank.com/drugs/DB00448	Lansoprazole
Compound::DB00449	DB00449	DrugBank	https://go.drugbank.com/drugs/DB00449	Dipivefrin
Compound::DB00450	DB00450	DrugBank	https://go.drugbank.com/drugs/DB00450	Droperidol
Compound::DB00451	DB00451	DrugBank	https://go.drugbank.com/drugs/DB00451	Levothyroxine
Compound::DB00452	DB00452	DrugBank	https://go.drugbank.com/drugs/DB00452	Framycetin
Compound::DB00453	DB00453	DrugBank	https://go.drugbank.com/drugs/DB00453	Clomocycline
Compound::DB00454	DB00454	DrugBank	https://go.drugbank.com/drugs/DB00454	Pethidine
Compound::DB00455	DB00455	DrugBank	https://go.drugbank.com/drugs/DB00455	Loratadine
Compound::DB00456	DB00456	DrugBank	https://go.drugbank.com/drugs/DB00456	Cefalotin
Compound::DB00457	DB00457	DrugBank	https://go.drugbank.com/drugs/DB00457	Prazosin
Compound::DB00458	DB00458	DrugBank	https://go.drugbank.com/drugs/DB00458	Imipramine
Compound::DB00459	DB00459	DrugBank	https://go.drugbank.com/drugs/DB00459	Acitretin
Compound::DB00460	DB00460	DrugBank	https://go.drugbank.com/drugs/DB00460	Verteporfin
Compound::DB00461	DB00461	DrugBank	https://go.drugbank.com/drugs/DB00461	Nabumetone
Compound::DB00462	DB00462	DrugBank	https://go.drugbank.com/drugs/DB00462	Methylscopolamine Bromide
Compound::DB00464	DB00464	DrugBank	https://go.drugbank.com/drugs/DB00464	Sodium Tetradecyl Sulfate
Compound::DB00465	DB00465	DrugBank	https://go.drugbank.com/drugs/DB00465	Ketorolac
Compound::DB00467	DB00467	DrugBank	https://go.drugbank.com/drugs/DB00467	Enoxacin
Compound::DB00468	DB00468	DrugBank	https://go.drugbank.com/drugs/DB00468	Quinine
Compound::DB00469	DB00469	DrugBank	https://go.drugbank.com/drugs/DB00469	Tenoxicam
Compound::DB00470	DB00470	DrugBank	https://go.drugbank.com/drugs/DB00470	Dronabinol
Compound::DB00471	DB00471	DrugBank	https://go.drugbank.com/drugs/DB00471	Montelukast
Compound::DB00472	DB00472	DrugBank	https://go.drugbank.com/drugs/DB00472	Fluoxetine
Compound::DB00473	DB00473	DrugBank	https://go.drugbank.com/drugs/DB00473	Hexylcaine
Compound::DB00474	DB00474	DrugBank	https://go.drugbank.com/drugs/DB00474	Methohexital
Compound::DB00475	DB00475	DrugBank	https://go.drugbank.com/drugs/DB00475	Chlordiazepoxide
Compound::DB00476	DB00476	DrugBank	https://go.drugbank.com/drugs/DB00476	Duloxetine
Compound::DB00477	DB00477	DrugBank	https://go.drugbank.com/drugs/DB00477	Chlorpromazine
Compound::DB00478	DB00478	DrugBank	https://go.drugbank.com/drugs/DB00478	Rimantadine
Compound::DB00479	DB00479	DrugBank	https://go.drugbank.com/drugs/DB00479	Amikacin
Compound::DB00480	DB00480	DrugBank	https://go.drugbank.com/drugs/DB00480	Lenalidomide
Compound::DB00481	DB00481	DrugBank	https://go.drugbank.com/drugs/DB00481	Raloxifene
Compound::DB00482	DB00482	DrugBank	https://go.drugbank.com/drugs/DB00482	Celecoxib
Compound::DB00483	DB00483	DrugBank	https://go.drugbank.com/drugs/DB00483	Gallamine Triethiodide
Compound::DB00484	DB00484	DrugBank	https://go.drugbank.com/drugs/DB00484	Brimonidine
Compound::DB00485	DB00485	DrugBank	https://go.drugbank.com/drugs/DB00485	Dicloxacillin
Compound::DB00486	DB00486	DrugBank	https://go.drugbank.com/drugs/DB00486	Nabilone
Compound::DB00487	DB00487	DrugBank	https://go.drugbank.com/drugs/DB00487	Pefloxacin
Compound::DB00488	DB00488	DrugBank	https://go.drugbank.com/drugs/DB00488	Altretamine
Compound::DB00489	DB00489	DrugBank	https://go.drugbank.com/drugs/DB00489	Sotalol
Compound::DB00490	DB00490	DrugBank	https://go.drugbank.com/drugs/DB00490	Buspirone
Compound::DB00491	DB00491	DrugBank	https://go.drugbank.com/drugs/DB00491	Miglitol
Compound::DB00492	DB00492	DrugBank	https://go.drugbank.com/drugs/DB00492	Fosinopril
Compound::DB00493	DB00493	DrugBank	https://go.drugbank.com/drugs/DB00493	Cefotaxime
Compound::DB00494	DB00494	DrugBank	https://go.drugbank.com/drugs/DB00494	Entacapone
Compound::DB00495	DB00495	DrugBank	https://go.drugbank.com/drugs/DB00495	Zidovudine
Compound::DB00496	DB00496	DrugBank	https://go.drugbank.com/drugs/DB00496	Darifenacin
Compound::DB00497	DB00497	DrugBank	https://go.drugbank.com/drugs/DB00497	Oxycodone
Compound::DB00498	DB00498	DrugBank	https://go.drugbank.com/drugs/DB00498	Phenindione
Compound::DB00499	DB00499	DrugBank	https://go.drugbank.com/drugs/DB00499	Flutamide
Compound::DB00500	DB00500	DrugBank	https://go.drugbank.com/drugs/DB00500	Tolmetin
Compound::DB00501	DB00501	DrugBank	https://go.drugbank.com/drugs/DB00501	Cimetidine
Compound::DB00502	DB00502	DrugBank	https://go.drugbank.com/drugs/DB00502	Haloperidol
Compound::DB00503	DB00503	DrugBank	https://go.drugbank.com/drugs/DB00503	Ritonavir
Compound::DB00504	DB00504	DrugBank	https://go.drugbank.com/drugs/DB00504	Levallorphan
Compound::DB00507	DB00507	DrugBank	https://go.drugbank.com/drugs/DB00507	Nitazoxanide
Compound::DB00508	DB00508	DrugBank	https://go.drugbank.com/drugs/DB00508	Triflupromazine
Compound::DB00509	DB00509	DrugBank	https://go.drugbank.com/drugs/DB00509	Dextrothyroxine
Compound::DB00511	DB00511	DrugBank	https://go.drugbank.com/drugs/DB00511	Acetyldigitoxin
Compound::DB00512	DB00512	DrugBank	https://go.drugbank.com/drugs/DB00512	Vancomycin
Compound::DB00513	DB00513	DrugBank	https://go.drugbank.com/drugs/DB00513	Aminocaproic Acid
Compound::DB00514	DB00514	DrugBank	https://go.drugbank.com/drugs/DB00514	Dextromethorphan
Compound::DB00515	DB00515	DrugBank	https://go.drugbank.com/drugs/DB00515	Cisplatin
Compound::DB00516	DB00516	DrugBank	https://go.drugbank.com/drugs/DB00516	Bentoquatam
Compound::DB00517	DB00517	DrugBank	https://go.drugbank.com/drugs/DB00517	Anisotropine Methylbromide
Compound::DB00518	DB00518	DrugBank	https://go.drugbank.com/drugs/DB00518	Albendazole
Compound::DB00519	DB00519	DrugBank	https://go.drugbank.com/drugs/DB00519	Trandolapril
Compound::DB00520	DB00520	DrugBank	https://go.drugbank.com/drugs/DB00520	Caspofungin
Compound::DB00521	DB00521	DrugBank	https://go.drugbank.com/drugs/DB00521	Carteolol
Compound::DB00523	DB00523	DrugBank	https://go.drugbank.com/drugs/DB00523	Alitretinoin
Compound::DB00524	DB00524	DrugBank	https://go.drugbank.com/drugs/DB00524	Metolazone
Compound::DB00525	DB00525	DrugBank	https://go.drugbank.com/drugs/DB00525	Tolnaftate
Compound::DB00526	DB00526	DrugBank	https://go.drugbank.com/drugs/DB00526	Oxaliplatin
Compound::DB00527	DB00527	DrugBank	https://go.drugbank.com/drugs/DB00527	Cinchocaine
Compound::DB00528	DB00528	DrugBank	https://go.drugbank.com/drugs/DB00528	Lercanidipine
Compound::DB00529	DB00529	DrugBank	https://go.drugbank.com/drugs/DB00529	Foscarnet
Compound::DB00530	DB00530	DrugBank	https://go.drugbank.com/drugs/DB00530	Erlotinib
Compound::DB00531	DB00531	DrugBank	https://go.drugbank.com/drugs/DB00531	Cyclophosphamide
Compound::DB00534	DB00534	DrugBank	https://go.drugbank.com/drugs/DB00534	Chlormerodrin
Compound::DB00535	DB00535	DrugBank	https://go.drugbank.com/drugs/DB00535	Cefdinir
Compound::DB00536	DB00536	DrugBank	https://go.drugbank.com/drugs/DB00536	Guanidine
Compound::DB00537	DB00537	DrugBank	https://go.drugbank.com/drugs/DB00537	Ciprofloxacin
Compound::DB00538	DB00538	DrugBank	https://go.drugbank.com/drugs/DB00538	Gadoversetamide
Compound::DB00539	DB00539	DrugBank	https://go.drugbank.com/drugs/DB00539	Toremifene
Compound::DB00540	DB00540	DrugBank	https://go.drugbank.com/drugs/DB00540	Nortriptyline
Compound::DB00541	DB00541	DrugBank	https://go.drugbank.com/drugs/DB00541	Vincristine
Compound::DB00542	DB00542	DrugBank	https://go.drugbank.com/drugs/DB00542	Benazepril
Compound::DB00543	DB00543	DrugBank	https://go.drugbank.com/drugs/DB00543	Amoxapine
Compound::DB00544	DB00544	DrugBank	https://go.drugbank.com/drugs/DB00544	Fluorouracil
Compound::DB00545	DB00545	DrugBank	https://go.drugbank.com/drugs/DB00545	Pyridostigmine
Compound::DB00546	DB00546	DrugBank	https://go.drugbank.com/drugs/DB00546	Adinazolam
Compound::DB00547	DB00547	DrugBank	https://go.drugbank.com/drugs/DB00547	Desoximetasone
Compound::DB00548	DB00548	DrugBank	https://go.drugbank.com/drugs/DB00548	Azelaic Acid
Compound::DB00549	DB00549	DrugBank	https://go.drugbank.com/drugs/DB00549	Zafirlukast
Compound::DB00550	DB00550	DrugBank	https://go.drugbank.com/drugs/DB00550	Propylthiouracil
Compound::DB00551	DB00551	DrugBank	https://go.drugbank.com/drugs/DB00551	Acetohydroxamic Acid
Compound::DB00552	DB00552	DrugBank	https://go.drugbank.com/drugs/DB00552	Pentostatin
Compound::DB00553	DB00553	DrugBank	https://go.drugbank.com/drugs/DB00553	Methoxsalen
Compound::DB00554	DB00554	DrugBank	https://go.drugbank.com/drugs/DB00554	Piroxicam
Compound::DB00555	DB00555	DrugBank	https://go.drugbank.com/drugs/DB00555	Lamotrigine
Compound::DB00556	DB00556	DrugBank	https://go.drugbank.com/drugs/DB00556	Perflutren
Compound::DB00557	DB00557	DrugBank	https://go.drugbank.com/drugs/DB00557	Hydroxyzine
Compound::DB00558	DB00558	DrugBank	https://go.drugbank.com/drugs/DB00558	Zanamivir
Compound::DB00559	DB00559	DrugBank	https://go.drugbank.com/drugs/DB00559	Bosentan
Compound::DB00560	DB00560	DrugBank	https://go.drugbank.com/drugs/DB00560	Tigecycline
Compound::DB00561	DB00561	DrugBank	https://go.drugbank.com/drugs/DB00561	Doxapram
Compound::DB00562	DB00562	DrugBank	https://go.drugbank.com/drugs/DB00562	Benzthiazide
Compound::DB00563	DB00563	DrugBank	https://go.drugbank.com/drugs/DB00563	Methotrexate
Compound::DB00564	DB00564	DrugBank	https://go.drugbank.com/drugs/DB00564	Carbamazepine
Compound::DB00565	DB00565	DrugBank	https://go.drugbank.com/drugs/DB00565	Cisatracurium Besylate
Compound::DB00566	DB00566	DrugBank	https://go.drugbank.com/drugs/DB00566	Succimer
Compound::DB00567	DB00567	DrugBank	https://go.drugbank.com/drugs/DB00567	Cephalexin
Compound::DB00568	DB00568	DrugBank	https://go.drugbank.com/drugs/DB00568	Cinnarizine
Compound::DB00569	DB00569	DrugBank	https://go.drugbank.com/drugs/DB00569	Fondaparinux Sodium
Compound::DB00570	DB00570	DrugBank	https://go.drugbank.com/drugs/DB00570	Vinblastine
Compound::DB00571	DB00571	DrugBank	https://go.drugbank.com/drugs/DB00571	Propranolol
Compound::DB00572	DB00572	DrugBank	https://go.drugbank.com/drugs/DB00572	Atropine
Compound::DB00573	DB00573	DrugBank	https://go.drugbank.com/drugs/DB00573	Fenoprofen
Compound::DB00575	DB00575	DrugBank	https://go.drugbank.com/drugs/DB00575	Clonidine
Compound::DB00576	DB00576	DrugBank	https://go.drugbank.com/drugs/DB00576	Sulfamethizole
Compound::DB00577	DB00577	DrugBank	https://go.drugbank.com/drugs/DB00577	Valaciclovir
Compound::DB00578	DB00578	DrugBank	https://go.drugbank.com/drugs/DB00578	Carbenicillin
Compound::DB00579	DB00579	DrugBank	https://go.drugbank.com/drugs/DB00579	Mazindol
Compound::DB00581	DB00581	DrugBank	https://go.drugbank.com/drugs/DB00581	Lactulose
Compound::DB00582	DB00582	DrugBank	https://go.drugbank.com/drugs/DB00582	Voriconazole
Compound::DB00583	DB00583	DrugBank	https://go.drugbank.com/drugs/DB00583	L-carnitine
Compound::DB00584	DB00584	DrugBank	https://go.drugbank.com/drugs/DB00584	Enalapril
Compound::DB00585	DB00585	DrugBank	https://go.drugbank.com/drugs/DB00585	Nizatidine
Compound::DB00586	DB00586	DrugBank	https://go.drugbank.com/drugs/DB00586	Diclofenac
Compound::DB00587	DB00587	DrugBank	https://go.drugbank.com/drugs/DB00587	Cinalukast
Compound::DB00588	DB00588	DrugBank	https://go.drugbank.com/drugs/DB00588	Fluticasone Propionate
Compound::DB00589	DB00589	DrugBank	https://go.drugbank.com/drugs/DB00589	Lisuride
Compound::DB00590	DB00590	DrugBank	https://go.drugbank.com/drugs/DB00590	Doxazosin
Compound::DB00591	DB00591	DrugBank	https://go.drugbank.com/drugs/DB00591	Fluocinolone Acetonide
Compound::DB00592	DB00592	DrugBank	https://go.drugbank.com/drugs/DB00592	Piperazine
Compound::DB00593	DB00593	DrugBank	https://go.drugbank.com/drugs/DB00593	Ethosuximide
Compound::DB00594	DB00594	DrugBank	https://go.drugbank.com/drugs/DB00594	Amiloride
Compound::DB00595	DB00595	DrugBank	https://go.drugbank.com/drugs/DB00595	Oxytetracycline
Compound::DB00596	DB00596	DrugBank	https://go.drugbank.com/drugs/DB00596	Halobetasol Propionate
Compound::DB00597	DB00597	DrugBank	https://go.drugbank.com/drugs/DB00597	Gadoteridol
Compound::DB00598	DB00598	DrugBank	https://go.drugbank.com/drugs/DB00598	Labetalol
Compound::DB00599	DB00599	DrugBank	https://go.drugbank.com/drugs/DB00599	Thiopental
Compound::DB00600	DB00600	DrugBank	https://go.drugbank.com/drugs/DB00600	Monobenzone
Compound::DB00601	DB00601	DrugBank	https://go.drugbank.com/drugs/DB00601	Linezolid
Compound::DB00602	DB00602	DrugBank	https://go.drugbank.com/drugs/DB00602	Ivermectin
Compound::DB00603	DB00603	DrugBank	https://go.drugbank.com/drugs/DB00603	Medroxyprogesterone Acetate
Compound::DB00604	DB00604	DrugBank	https://go.drugbank.com/drugs/DB00604	Cisapride
Compound::DB00605	DB00605	DrugBank	https://go.drugbank.com/drugs/DB00605	Sulindac
Compound::DB00606	DB00606	DrugBank	https://go.drugbank.com/drugs/DB00606	Cyclothiazide
Compound::DB00607	DB00607	DrugBank	https://go.drugbank.com/drugs/DB00607	Nafcillin
Compound::DB00608	DB00608	DrugBank	https://go.drugbank.com/drugs/DB00608	Chloroquine
Compound::DB00609	DB00609	DrugBank	https://go.drugbank.com/drugs/DB00609	Ethionamide
Compound::DB00610	DB00610	DrugBank	https://go.drugbank.com/drugs/DB00610	Metaraminol
Compound::DB00611	DB00611	DrugBank	https://go.drugbank.com/drugs/DB00611	Butorphanol
Compound::DB00612	DB00612	DrugBank	https://go.drugbank.com/drugs/DB00612	Bisoprolol
Compound::DB00613	DB00613	DrugBank	https://go.drugbank.com/drugs/DB00613	Amodiaquine
Compound::DB00614	DB00614	DrugBank	https://go.drugbank.com/drugs/DB00614	Furazolidone
Compound::DB00615	DB00615	DrugBank	https://go.drugbank.com/drugs/DB00615	Rifabutin
Compound::DB00616	DB00616	DrugBank	https://go.drugbank.com/drugs/DB00616	Candoxatril
Compound::DB00617	DB00617	DrugBank	https://go.drugbank.com/drugs/DB00617	Paramethadione
Compound::DB00618	DB00618	DrugBank	https://go.drugbank.com/drugs/DB00618	Demeclocycline
Compound::DB00619	DB00619	DrugBank	https://go.drugbank.com/drugs/DB00619	Imatinib
Compound::DB00620	DB00620	DrugBank	https://go.drugbank.com/drugs/DB00620	Triamcinolone
Compound::DB00621	DB00621	DrugBank	https://go.drugbank.com/drugs/DB00621	Oxandrolone
Compound::DB00622	DB00622	DrugBank	https://go.drugbank.com/drugs/DB00622	Nicardipine
Compound::DB00623	DB00623	DrugBank	https://go.drugbank.com/drugs/DB00623	Fluphenazine
Compound::DB00624	DB00624	DrugBank	https://go.drugbank.com/drugs/DB00624	Testosterone
Compound::DB00625	DB00625	DrugBank	https://go.drugbank.com/drugs/DB00625	Efavirenz
Compound::DB00626	DB00626	DrugBank	https://go.drugbank.com/drugs/DB00626	Bacitracin
Compound::DB00627	DB00627	DrugBank	https://go.drugbank.com/drugs/DB00627	Niacin
Compound::DB00628	DB00628	DrugBank	https://go.drugbank.com/drugs/DB00628	Clorazepate
Compound::DB00629	DB00629	DrugBank	https://go.drugbank.com/drugs/DB00629	Guanabenz
Compound::DB00630	DB00630	DrugBank	https://go.drugbank.com/drugs/DB00630	Alendronate
Compound::DB00631	DB00631	DrugBank	https://go.drugbank.com/drugs/DB00631	Clofarabine
Compound::DB00632	DB00632	DrugBank	https://go.drugbank.com/drugs/DB00632	Docosanol
Compound::DB00633	DB00633	DrugBank	https://go.drugbank.com/drugs/DB00633	Dexmedetomidine
Compound::DB00634	DB00634	DrugBank	https://go.drugbank.com/drugs/DB00634	Sulfacetamide
Compound::DB00635	DB00635	DrugBank	https://go.drugbank.com/drugs/DB00635	Prednisone
Compound::DB00636	DB00636	DrugBank	https://go.drugbank.com/drugs/DB00636	Clofibrate
Compound::DB00637	DB00637	DrugBank	https://go.drugbank.com/drugs/DB00637	Astemizole
Compound::DB00638	DB00638	DrugBank	https://go.drugbank.com/drugs/DB00638	Inulin
Compound::DB00639	DB00639	DrugBank	https://go.drugbank.com/drugs/DB00639	Butoconazole
Compound::DB00640	DB00640	DrugBank	https://go.drugbank.com/drugs/DB00640	Adenosine
Compound::DB00641	DB00641	DrugBank	https://go.drugbank.com/drugs/DB00641	Simvastatin
Compound::DB00642	DB00642	DrugBank	https://go.drugbank.com/drugs/DB00642	Pemetrexed
Compound::DB00643	DB00643	DrugBank	https://go.drugbank.com/drugs/DB00643	Mebendazole
Compound::DB00644	DB00644	DrugBank	https://go.drugbank.com/drugs/DB00644	Gonadorelin
Compound::DB00645	DB00645	DrugBank	https://go.drugbank.com/drugs/DB00645	Dyclonine
Compound::DB00646	DB00646	DrugBank	https://go.drugbank.com/drugs/DB00646	Nystatin
Compound::DB00647	DB00647	DrugBank	https://go.drugbank.com/drugs/DB00647	Dextropropoxyphene
Compound::DB00648	DB00648	DrugBank	https://go.drugbank.com/drugs/DB00648	Mitotane
Compound::DB00649	DB00649	DrugBank	https://go.drugbank.com/drugs/DB00649	Stavudine
Compound::DB00650	DB00650	DrugBank	https://go.drugbank.com/drugs/DB00650	Leucovorin
Compound::DB00651	DB00651	DrugBank	https://go.drugbank.com/drugs/DB00651	Dyphylline
Compound::DB00652	DB00652	DrugBank	https://go.drugbank.com/drugs/DB00652	Pentazocine
Compound::DB00653	DB00653	DrugBank	https://go.drugbank.com/drugs/DB00653	Magnesium Sulfate
Compound::DB00654	DB00654	DrugBank	https://go.drugbank.com/drugs/DB00654	Latanoprost
Compound::DB00655	DB00655	DrugBank	https://go.drugbank.com/drugs/DB00655	Estrone
Compound::DB00656	DB00656	DrugBank	https://go.drugbank.com/drugs/DB00656	Trazodone
Compound::DB00657	DB00657	DrugBank	https://go.drugbank.com/drugs/DB00657	Mecamylamine
Compound::DB00658	DB00658	DrugBank	https://go.drugbank.com/drugs/DB00658	Sevelamer
Compound::DB00659	DB00659	DrugBank	https://go.drugbank.com/drugs/DB00659	Acamprosate
Compound::DB00660	DB00660	DrugBank	https://go.drugbank.com/drugs/DB00660	Metaxalone
Compound::DB00661	DB00661	DrugBank	https://go.drugbank.com/drugs/DB00661	Verapamil
Compound::DB00662	DB00662	DrugBank	https://go.drugbank.com/drugs/DB00662	Trimethobenzamide
Compound::DB00663	DB00663	DrugBank	https://go.drugbank.com/drugs/DB00663	Flumethasone Pivalate
Compound::DB00664	DB00664	DrugBank	https://go.drugbank.com/drugs/DB00664	Sulfametopyrazine
Compound::DB00665	DB00665	DrugBank	https://go.drugbank.com/drugs/DB00665	Nilutamide
Compound::DB00666	DB00666	DrugBank	https://go.drugbank.com/drugs/DB00666	Nafarelin
Compound::DB00667	DB00667	DrugBank	https://go.drugbank.com/drugs/DB00667	Histamine Phosphate
Compound::DB00668	DB00668	DrugBank	https://go.drugbank.com/drugs/DB00668	Epinephrine
Compound::DB00669	DB00669	DrugBank	https://go.drugbank.com/drugs/DB00669	Sumatriptan
Compound::DB00670	DB00670	DrugBank	https://go.drugbank.com/drugs/DB00670	Pirenzepine
Compound::DB00671	DB00671	DrugBank	https://go.drugbank.com/drugs/DB00671	Cefixime
Compound::DB00672	DB00672	DrugBank	https://go.drugbank.com/drugs/DB00672	Chlorpropamide
Compound::DB00673	DB00673	DrugBank	https://go.drugbank.com/drugs/DB00673	Aprepitant
Compound::DB00674	DB00674	DrugBank	https://go.drugbank.com/drugs/DB00674	Galantamine
Compound::DB00675	DB00675	DrugBank	https://go.drugbank.com/drugs/DB00675	Tamoxifen
Compound::DB00676	DB00676	DrugBank	https://go.drugbank.com/drugs/DB00676	Benzyl Benzoate
Compound::DB00677	DB00677	DrugBank	https://go.drugbank.com/drugs/DB00677	Isoflurophate
Compound::DB00678	DB00678	DrugBank	https://go.drugbank.com/drugs/DB00678	Losartan
Compound::DB00679	DB00679	DrugBank	https://go.drugbank.com/drugs/DB00679	Thioridazine
Compound::DB00680	DB00680	DrugBank	https://go.drugbank.com/drugs/DB00680	Moricizine
Compound::DB00681	DB00681	DrugBank	https://go.drugbank.com/drugs/DB00681	Amphotericin B
Compound::DB00682	DB00682	DrugBank	https://go.drugbank.com/drugs/DB00682	Warfarin
Compound::DB00683	DB00683	DrugBank	https://go.drugbank.com/drugs/DB00683	Midazolam
Compound::DB00684	DB00684	DrugBank	https://go.drugbank.com/drugs/DB00684	Tobramycin
Compound::DB00685	DB00685	DrugBank	https://go.drugbank.com/drugs/DB00685	Trovafloxacin
Compound::DB00686	DB00686	DrugBank	https://go.drugbank.com/drugs/DB00686	Pentosan Polysulfate
Compound::DB00687	DB00687	DrugBank	https://go.drugbank.com/drugs/DB00687	Fludrocortisone
Compound::DB00688	DB00688	DrugBank	https://go.drugbank.com/drugs/DB00688	Mycophenolate Mofetil
Compound::DB00689	DB00689	DrugBank	https://go.drugbank.com/drugs/DB00689	Cephaloglycin
Compound::DB00690	DB00690	DrugBank	https://go.drugbank.com/drugs/DB00690	Flurazepam
Compound::DB00691	DB00691	DrugBank	https://go.drugbank.com/drugs/DB00691	Moexipril
Compound::DB00692	DB00692	DrugBank	https://go.drugbank.com/drugs/DB00692	Phentolamine
Compound::DB00693	DB00693	DrugBank	https://go.drugbank.com/drugs/DB00693	Fluorescein
Compound::DB00694	DB00694	DrugBank	https://go.drugbank.com/drugs/DB00694	Daunorubicin
Compound::DB00695	DB00695	DrugBank	https://go.drugbank.com/drugs/DB00695	Furosemide
Compound::DB00696	DB00696	DrugBank	https://go.drugbank.com/drugs/DB00696	Ergotamine
Compound::DB00697	DB00697	DrugBank	https://go.drugbank.com/drugs/DB00697	Tizanidine
Compound::DB00698	DB00698	DrugBank	https://go.drugbank.com/drugs/DB00698	Nitrofurantoin
Compound::DB00699	DB00699	DrugBank	https://go.drugbank.com/drugs/DB00699	Nicergoline
Compound::DB00700	DB00700	DrugBank	https://go.drugbank.com/drugs/DB00700	Eplerenone
Compound::DB00701	DB00701	DrugBank	https://go.drugbank.com/drugs/DB00701	Amprenavir
Compound::DB00703	DB00703	DrugBank	https://go.drugbank.com/drugs/DB00703	Methazolamide
Compound::DB00704	DB00704	DrugBank	https://go.drugbank.com/drugs/DB00704	Naltrexone
Compound::DB00705	DB00705	DrugBank	https://go.drugbank.com/drugs/DB00705	Delavirdine
Compound::DB00706	DB00706	DrugBank	https://go.drugbank.com/drugs/DB00706	Tamsulosin
Compound::DB00707	DB00707	DrugBank	https://go.drugbank.com/drugs/DB00707	Porfimer
Compound::DB00708	DB00708	DrugBank	https://go.drugbank.com/drugs/DB00708	Sufentanil
Compound::DB00709	DB00709	DrugBank	https://go.drugbank.com/drugs/DB00709	Lamivudine
Compound::DB00710	DB00710	DrugBank	https://go.drugbank.com/drugs/DB00710	Ibandronate
Compound::DB00711	DB00711	DrugBank	https://go.drugbank.com/drugs/DB00711	Diethylcarbamazine
Compound::DB00712	DB00712	DrugBank	https://go.drugbank.com/drugs/DB00712	Flurbiprofen
Compound::DB00713	DB00713	DrugBank	https://go.drugbank.com/drugs/DB00713	Oxacillin
Compound::DB00714	DB00714	DrugBank	https://go.drugbank.com/drugs/DB00714	Apomorphine
Compound::DB00715	DB00715	DrugBank	https://go.drugbank.com/drugs/DB00715	Paroxetine
Compound::DB00716	DB00716	DrugBank	https://go.drugbank.com/drugs/DB00716	Nedocromil
Compound::DB00717	DB00717	DrugBank	https://go.drugbank.com/drugs/DB00717	Norethindrone
Compound::DB00718	DB00718	DrugBank	https://go.drugbank.com/drugs/DB00718	Adefovir Dipivoxil
Compound::DB00719	DB00719	DrugBank	https://go.drugbank.com/drugs/DB00719	Azatadine
Compound::DB00720	DB00720	DrugBank	https://go.drugbank.com/drugs/DB00720	Clodronate
Compound::DB00721	DB00721	DrugBank	https://go.drugbank.com/drugs/DB00721	Procaine
Compound::DB00722	DB00722	DrugBank	https://go.drugbank.com/drugs/DB00722	Lisinopril
Compound::DB00723	DB00723	DrugBank	https://go.drugbank.com/drugs/DB00723	Methoxamine
Compound::DB00724	DB00724	DrugBank	https://go.drugbank.com/drugs/DB00724	Imiquimod
